id,cntry,country,sex,agea,yrbrn,mars_status,region_cat,education_level,main_activity,occupation,feel_income,born_in_cntry,citizen,minority_ethnic,left_right,church,hhmmb,locality,voted,backstory,dweight,pspwght,pweight,anweight,stratum,psu,response
49303,GB,United Kingdom,Male,40.0,1978.0,,UKJ,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,"Skilled agricultural, forestry or fishery worker",Coping on present income,Yes,Yes,No,7.0,Never,4.0,Suburbs or outskirts of big city,Yes,"I am a male. I am 40 years old and I was born in 1978. I am single. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 17. In the last week I have mainly been paid work. My occupation is Gardeners, horticultural and nursery growers. I am currently a member of a trade union. My household income is in the 7th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 10. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for UK Independence Party. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.0365866422653198,2.4683315753936768,2.5586395263671875,1518,12235,A.
6205,GB,United Kingdom,Female,18.0,2000.0,None of these (NEVER married or in legally registered civil partnership),UKF,None of these,Education,Elementary occupation,Coping on present income,Yes,Yes,No,6.0,Never,3.0,Country village,Not eligible to vote,"I am a female. I am 18 years old and I was born in 2000. I am never married or in a civil partnership. I am from East Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. In the last week I have mainly been education. My occupation is Kitchen helpers. I have never been a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.9125243425369265,2.4683315753936768,4.7207441329956055,1407,12111,B
46303,GB,United Kingdom,Female,36.0,1982.0,Legally married,UKL,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Manager,Coping on present income,Yes,Yes,No,,Only on special holy days,2.0,Town or small city,Yes,"I am a female. I am 36 years old and I was born in 1982. I am legally married. I am from Wales. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 21. In the last week I have mainly been paid work. My occupation is Services managers not elsewhere classified. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 7. I am quite interested in politics. I voted in the last general election. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.5163406133651733,2.4683315753936768,1.2744998931884766,1529,12452,A.
49230,GB,United Kingdom,Female,35.0,1983.0,Legally divorced / Civil partnership dissolved,UKD,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Technician or associate professional,Living comfortably on present income,Yes,Yes,No,,Less often,4.0,Town or small city,Yes,"I am a female. I am 35 years old and I was born in 1983. I am Legally divorced / Civil partnership dissolved. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 20. In the last week I have mainly been paid work. My occupation is Accounting associate professionals. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am hardly interested in politics. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.8328934907913208,2.4683315753936768,2.055857419967652,1567,12191,A
45836,GB,United Kingdom,Male,49.0,1969.0,,UKD,None of these,Paid work,Plant and machine operator or assembler,Coping on present income,Yes,Yes,,0.0,Never,4.0,Town or small city,No,"I am a male. I am 49 years old and I was born in 1969. I am single. I am from North West (England). I was born in this country. I am a citizen of this country. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Car, taxi and van drivers. I have never been a member of a trade union. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 6. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 2. On a scale from 0 to 10, I believe most people try to be helpful: 1. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 0. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.7110010385513306,2.4683315753936768,4.223318099975586,1466,12279,B
26481,GB,United Kingdom,Female,70.0,1948.0,,UKD,None of these,Retired,Service and sales worker,Coping on present income,Yes,Yes,No,7.0,Never,2.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 70 years old and I was born in 1948. I am single. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 17. In the last week I have mainly been retired. My occupation is Shop keepers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 3. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.9462843537330629,2.4683315753936768,2.3357436656951904,1560,12242,B.
16068,GB,United Kingdom,Female,39.0,1979.0,None of these (NEVER married or in legally registered civil partnership),UKI,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Paid work,Technician or associate professional,Difficult on present income,No,No,Yes,4.0,Only on special holy days,1.0,A big city,Not eligible to vote,"I am a female. I am 39 years old and I was born in 1979. I am never married or in a civil partnership. I am from London. I was not born in this country. I am not a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 27. In the last week I have mainly been paid work. My occupation is Chefs. I have never been a member of a trade union. My household income is in the 4th decile nationally. I would say that we are difficult on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 4. On a scale from 0 to 10, I believe most people try to be helpful: 2. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 8. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 4. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 1. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.4656949043273926,2.4683315753936768,1.149489402770996,1482,12123,A.
18519,GB,United Kingdom,Male,39.0,1979.0,,UKF,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Professional,Living comfortably on present income,No,Yes,No,6.0,Less often,2.0,Country village,No,"I am a male. I am 39 years old and I was born in 1979. I am single. I am from East Midlands (England). I was not born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 24. In the last week I have mainly been paid work. My occupation is Software and applications developers and analysts not elsewhere classified. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 0. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 4. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.1135026216506958,2.4683315753936768,2.7484936714172363,1400,12390,A
5719,GB,United Kingdom,Female,36.0,1982.0,None of these (NEVER married or in legally registered civil partnership),UKC,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,Clerical support worker,Coping on present income,Yes,Yes,No,5.0,Never,1.0,Suburbs or outskirts of big city,No,"I am a female. I am 36 years old and I was born in 1982. I am never married or in a civil partnership. I am from North East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Client information workers. I have never been a member of a trade union. My household income is in the 2nd decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 2. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.3727694153785705,2.4683315753936768,0.920118510723114,1454,12358,B
8642,GB,United Kingdom,Female,43.0,1975.0,,UKD,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",Paid work,Manager,Living comfortably on present income,No,Yes,Yes,5.0,Once a week,5.0,Country village,Yes,"I am a female. I am 43 years old and I was born in 1975. I am single. I am from North West (England). I was not born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 25. In the last week I have mainly been paid work. My occupation is Financial and insurance services branch managers. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 10. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 5. I have felt discriminated against in the last 12 months.",1.0187729597091677,0.8328934907913208,2.4683315753936768,2.055857419967652,1568,12226,A
29119,GB,United Kingdom,Male,71.0,1947.0,Widowed / Civil partner died,UKD,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Professional,Coping on present income,Yes,Yes,No,6.0,Less often,1.0,Suburbs or outskirts of big city,Yes,"I am a male. I am 71 years old and I was born in 1947. I am Widowed / Civil partner died. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 15. In the last week I have mainly been retired. My occupation is Secondary education teachers. I was previously a member of a trade union but am not now. My household income is in the 2nd decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 4. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.4047486484050751,2.4683315753936768,0.9990538954734802,1560,12242,B
69664,GB,United Kingdom,Female,48.0,1970.0,Legally divorced / Civil partnership dissolved,UKG,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",Paid work,Professional,Living comfortably on present income,Yes,Yes,No,3.0,Never,1.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 48 years old and I was born in 1970. I am Legally divorced / Civil partnership dissolved. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is University and higher education teachers. I am currently a member of a trade union. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 3. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.603179395198822,2.4683315753936768,1.488846778869629,1416,12400,B
62553,GB,United Kingdom,Female,46.0,1972.0,None of these (NEVER married or in legally registered civil partnership),UKD,None of these,Permanently sick or disabled,Service and sales worker,Coping on present income,Yes,Yes,No,6.0,Never,1.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 46 years old and I was born in 1972. I am never married or in a civil partnership. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been permanently sick or disabled. My occupation is Security guards. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues never. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.4164467453956604,2.4683315753936768,1.0279287099838257,1443,12109,B
17151,GB,United Kingdom,Female,68.0,1950.0,,UKL,None of these,"Housework, looking after children, others","Skilled agricultural, forestry or fishery worker",Coping on present income,Yes,Yes,No,5.0,Less often,2.0,Farm or home in countryside,Yes,"I am a female. I am 68 years old and I was born in 1950. I am single. I am from Wales. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 15. In the last week I have mainly been housework, looking after children, others. My occupation is Livestock and dairy producers. I have never been a member of a trade union. My household income is in the 2nd decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.1732715368270874,2.4683315753936768,2.8960232734680176,1533,12453,B
4930,GB,United Kingdom,Male,71.0,1948.0,Legally married,UKC,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",Paid work,Manager,Living comfortably on present income,Yes,Yes,No,8.0,Never,1.0,Farm or home in countryside,Yes,"I am a male. I am 71 years old and I was born in 1948. I am legally married. I am from North East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 21. In the last week I have mainly been paid work. My occupation is Services managers not elsewhere classified. I was previously a member of a trade union but am not now. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 10. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 8. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.3622982501983642,2.4683315753936768,0.8942722082138062,1454,12360,B
12647,GB,United Kingdom,Male,53.0,1966.0,None of these (NEVER married or in legally registered civil partnership),UKE,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,"Skilled agricultural, forestry or fishery worker",Coping on present income,Yes,Yes,No,8.0,Less often,1.0,Town or small city,Yes,"I am a male. I am 53 years old and I was born in 1966. I am never married or in a civil partnership. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 17. In the last week I have mainly been paid work. My occupation is Gardeners, horticultural and nursery growers. I am currently a member of a trade union. My household income is in the 2nd decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 6. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 4. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 4. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 8. I voted in the last general election. I voted for UK Independence Party. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.5148507356643677,2.4683315753936768,1.270822286605835,1579,12273,A
28349,GB,United Kingdom,Male,56.0,1962.0,,UKE,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates","Housework, looking after children, others",Professional,Coping on present income,No,Yes,Yes,2.0,Only on special holy days,5.0,A big city,Not eligible to vote,"I am a male. I am 56 years old and I was born in 1962. I am single. I am from Yorkshire and the Humber. I was not born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 21. In the last week I have mainly been housework, looking after children, others. My occupation is Primary school teachers. I have never been a member of a trade union. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 2. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 10. On a scale from 0 to 10, my trust in politicians is 10. I have felt discriminated against in the last 12 months.",1.528159499168396,1.09612238407135,2.4683315753936768,2.7055935859680176,1573,12368,B
14709,GB,United Kingdom,Female,86.0,1932.0,Widowed / Civil partner died,UKE,None of these,Retired,Service and sales worker,Living comfortably on present income,Yes,Yes,No,7.0,Less often,1.0,Country village,Yes,"I am a female. I am 86 years old and I was born in 1932. I am Widowed / Civil partner died. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 14. In the last week I have mainly been retired. My occupation is Child care workers. I have never been a member of a trade union. My household income is in the 2nd decile nationally. I would say that we are living comfortably on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 6. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 5. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 8. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.4271142184734344,2.4683315753936768,1.0542595386505127,1579,12373,B
39096,GB,United Kingdom,Male,31.0,1987.0,None of these (NEVER married or in legally registered civil partnership),UKM,Other,Paid work,"Skilled agricultural, forestry or fishery worker",Coping on present income,Yes,Yes,No,6.0,Never,2.0,Farm or home in countryside,Yes,"I am a male. I am 31 years old and I was born in 1987. I am never married or in a civil partnership. I am from Scotland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Other. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Livestock and dairy producers. I have never been a member of a trade union. My household income is in the 4th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Scottish National Party. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091677,1.6119751930236816,2.4683315753936768,3.978889226913452,1542,12214,B
17228,GB,United Kingdom,Female,50.0,1968.0,None of these (NEVER married or in legally registered civil partnership),UKC,None of these,Paid work,Clerical support worker,Coping on present income,Yes,Yes,No,,Never,2.0,Town or small city,No,"I am a female. I am 50 years old and I was born in 1968. I am never married or in a civil partnership. I am from North East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Accounting and bookkeeping clerks. I am currently a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am hardly interested in politics. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091677,0.7455388307571411,2.4683315753936768,1.840237021446228,1580,12116,B
